ranking,score,title,emission_date,url,studio,themes,genres,demographics,emission_type,number_episode,members,first_emission,last_emission,Adult Cast,Anthropomorphic,CGDCT,Childcare,Combat Sports,Crossdressing,Delinquents,Detective,Educational,Gag Humor,Gore,Harem,High Stakes Game,Historical,Idols (Female),Idols (Male),Isekai,Iyashikei,Love Polygon,Magical Sex Shift,Mahou Shoujo,Martial Arts,Mecha,Medical,Military,Music,Mythology,Not_available,Organized Crime,Otaku Culture,Parody,Performing Arts,Pets,Psychological,Racing,Reincarnation,Reverse Harem,Romantic Subtext,Samurai,School,Showbiz,Space,Strategy Game,Super Power,Survival,Team Sports,Time Travel,Vampire,Video Game,Visual Arts,Workplace,Action,Adventure,Avant Garde,Award Winning,Boys Love,Comedy,Drama,Ecchi,Fantasy,Girls Love,Gourmet,Horror,Mystery,Not_available,Romance,Sci-Fi,Slice of Life,Sports,Supernatural,Suspense
3939,7.04,Taiho Shichau zo Special,Mar 1999 - Apr 1999,https://myanimelist.net/anime/2011/Taiho_Shichau_zo_Special,Studio Deen,"['Adult Cast', 'Detective', 'Workplace']","['Action', 'Comedy']",Seinen,TV ,20,6566 ,1999-03-01,1999-04-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3940,7.03,Kodomo no Jikan Ni Gakki,Feb 2009 - Jul 2009,https://myanimelist.net/anime/4195/Kodomo_no_Jikan_Ni_Gakki,Diomedéa,['School'],"['Comedy', 'Ecchi']",,OVA ,3,31333 ,2009-02-01,2009-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3941,7.03,Kodomo no Jikan OVA,Sep 2007 - Jan 2011,https://myanimelist.net/anime/3121/Kodomo_no_Jikan_OVA,Diomedéa,['School'],"['Comedy', 'Ecchi']",,OVA ,3,29693 ,2007-09-01,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3942,7.03,Kyou no 5 no 2 (TV): Takarabako,Oct 2009 - Oct 2009,https://myanimelist.net/anime/6379/Kyou_no_5_no_2_TV__Takarabako,Xebec,['School'],"['Comedy', 'Ecchi']",Seinen,OVA ,1,8546 ,2009-10-01,2009-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3943,7.03,Kyoukaisenjou no Horizon,Oct 2011 - Dec 2011,https://myanimelist.net/anime/10456/Kyoukaisenjou_no_Horizon,Sunrise,['Not_available'],"['Action', 'Fantasy', 'Sci-Fi']",,TV ,13,175564 ,2011-10-01,2011-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3944,7.03,Lupin III: Alcatraz Connection,Aug 2001 - Aug 2001,https://myanimelist.net/anime/1413/Lupin_III__Alcatraz_Connection,TMS Entertainment,['Adult Cast'],"['Action', 'Adventure', 'Comedy']",Seinen,Special ,1,7392 ,2001-08-01,2001-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3945,7.03,Mamoru-kun ni Megami no Shukufuku wo!,Oct 2006 - Mar 2007,https://myanimelist.net/anime/1588/Mamoru-kun_ni_Megami_no_Shukufuku_wo,Zexcs,['School'],"['Comedy', 'Romance']",,TV ,24,26413 ,2006-10-01,2007-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3946,7.03,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II",Jan 2023 -,https://myanimelist.net/anime/48417/Maou_Gakuin_no_Futekigousha__Shijou_Saikyou_no_Maou_no_Shiso_Tensei_shite_Shison-tachi_no_Gakkou_e_Kayou_II,SILVER LINK.,"['Mythology', 'Reincarnation', 'School']","['Action', 'Fantasy']",,TV ? eps),,263724 ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3947,7.03,Marco: Haha wo Tazunete Sanzenri,Apr 1999 - Apr 1999,https://myanimelist.net/anime/4926/Marco__Haha_wo_Tazunete_Sanzenri,Nippon Animation,['Not_available'],"['Adventure', 'Drama']",,Movie ,1,2576 ,1999-04-01,1999-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3948,7.03,Mashiro-iro Symphony: The Color of Lovers,Oct 2011 - Dec 2011,https://myanimelist.net/anime/10397/Mashiro-iro_Symphony__The_Color_of_Lovers,Manglobe,"['Harem', 'School']","['Drama', 'Romance']",,TV ,12,150984 ,2011-10-01,2011-12-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3949,7.03,Meiji Tokyo Renka,Jan 2019 - Mar 2019,https://myanimelist.net/anime/34209/Meiji_Tokyo_Renka,TMS Entertainment,"['Historical', 'Reverse Harem', 'Time Travel']","['Romance', 'Supernatural']",Shoujo,TV ,12,50894 ,2019-01-01,2019-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3950,7.03,Mekakucity Actors,Apr 2014 - Jun 2014,https://myanimelist.net/anime/21603/Mekakucity_Actors,Shaft,['Super Power'],"['Sci-Fi', 'Supernatural']",,TV ,12,430886 ,2014-04-01,2014-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3951,7.03,Mushibugyou OVA,Jul 2014 - Jan 2015,https://myanimelist.net/anime/24171/Mushibugyou_OVA,Seven Arcs Pictures,"['Historical', 'Martial Arts', 'Samurai', 'Super Power']","['Action', 'Fantasy', 'Ecchi']",Shounen,OVA ,3,8066 ,2014-07-01,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3952,7.03,Nu Wushen de Canzhuo,Jun 2019 - Aug 2019,https://myanimelist.net/anime/40100/Nu_Wushen_de_Canzhuo,Blade,['Not_available'],"['Comedy', 'Gourmet']",,ONA ,10,11774 ,2019-06-01,2019-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3953,7.03,Oshiete! Galko-chan,Jan 2016 - Mar 2016,https://myanimelist.net/anime/32013/Oshiete_Galko-chan,feel.,['School'],"['Comedy', 'Slice of Life']",,TV ,12,173585 ,2016-01-01,2016-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3954,7.03,Otogi Juushi Akazukin,Jul 2006 - Mar 2007,https://myanimelist.net/anime/607/Otogi_Juushi_Akazukin,Madhouse,['Not_available'],"['Adventure', 'Comedy', 'Fantasy']",,TV ,39,7235 ,2006-07-01,2007-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3955,7.03,Photon,Nov 1997 - Feb 1999,https://myanimelist.net/anime/1944/Photon,AIC,['Mecha'],"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Ecchi']",,OVA ,6,14265 ,1997-11-01,1999-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
3956,7.03,Popolocrois Monogatari,Oct 1998 - Mar 1999,https://myanimelist.net/anime/4191/Popolocrois_Monogatari,Bee Train,['Not_available'],"['Adventure', 'Fantasy']",,TV ,25,3262 ,1998-10-01,1999-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3957,7.03,Precure All Stars Movie: Minna de Utau♪ - Kiseki no Mahou,Mar 2016 - Mar 2016,https://myanimelist.net/anime/32160/Precure_All_Stars_Movie__Minna_de_Utau♪_-_Kiseki_no_Mahou,Toei Animation,"['Mahou Shoujo', 'Music']","['Action', 'Comedy', 'Fantasy']",Shoujo,Movie ,1,3551 ,2016-03-01,2016-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3958,7.03,Re Boot,Dec 2012 - Dec 2012,https://myanimelist.net/anime/23043/Re_Boot,add some,"['Music', 'School']","['Drama', 'Slice of Life']",,Music ,1,3648 ,2012-12-01,2012-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3959,7.03,Ro-Kyu-Bu! SS,Jul 2013 - Sep 2013,https://myanimelist.net/anime/16051/Ro-Kyu-Bu_SS,Barnum Studio,"['School', 'Team Sports']","['Comedy', 'Sports', 'Ecchi']",,TV ,12,37119 ,2013-07-01,2013-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3960,7.03,Rocket Girls,Feb 2007 - May 2007,https://myanimelist.net/anime/1942/Rocket_Girls,Mook DLE,['Space'],"['Adventure', 'Sci-Fi']",,TV ,12,8544 ,2007-02-01,2007-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3961,7.03,Shaonian Ge Xing: Feng Hua Xue Yue Pian Part 2,Jan 2022 - May 2022,https://myanimelist.net/anime/50629/Shaonian_Ge_Xing__Feng_Hua_Xue_Yue_Pian_Part_2,CG Year,"['Historical', 'Martial Arts']","['Action', 'Adventure', 'Mystery']",,ONA ,16,641 ,2022-01-01,2022-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3962,7.03,Show By Rock!!,Apr 2015 - Jun 2015,https://myanimelist.net/anime/27441/Show_By_Rock,Bones,"['Isekai', 'Music']",['Comedy'],,TV ,12,82238 ,2015-04-01,2015-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963,7.03,Show By Rock!! Mashumairesh!!,Jan 2020 - Mar 2020,https://myanimelist.net/anime/40763/Show_By_Rock_Mashumairesh,Kinema Citrus,['Music'],['Comedy'],,TV ,12,14622 ,2020-01-01,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3964,7.03,Shuffle!,Jul 2005 - Jan 2006,https://myanimelist.net/anime/79/Shuffle,asread.,"['Harem', 'School']","['Comedy', 'Drama', 'Fantasy', 'Romance', 'Ecchi']",Seinen,TV ,24,271791 ,2005-07-01,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
3965,7.03,Soukou no Strain,Nov 2006 - Feb 2007,https://myanimelist.net/anime/1602/Soukou_no_Strain,Studio Fantasia,"['Mecha', 'Military', 'Space']","['Drama', 'Sci-Fi', 'Ecchi']",,TV ,13,22189 ,2006-11-01,2007-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
3966,7.03,Tenjou Tenge: The Ultimate Fight,Mar 2005 - Mar 2005,https://myanimelist.net/anime/448/Tenjou_Tenge__The_Ultimate_Fight,Madhouse,['Martial Arts'],"['Adventure', 'Drama', 'Romance', 'Supernatural']",Seinen,OVA ,2,41480 ,2005-03-01,2005-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3967,7.03,Tokimeki Memorial: Only Love,Oct 2006 - Apr 2007,https://myanimelist.net/anime/1555/Tokimeki_Memorial__Only_Love,AIC ASTA,"['Harem', 'School']","['Comedy', 'Romance']",,TV ,25,36375 ,2006-10-01,2007-04-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3968,7.03,Tokyo Ghoul √A,Jan 2015 - Mar 2015,https://myanimelist.net/anime/27899/Tokyo_Ghoul_√A,Pierrot,"['Gore', 'Psychological']","['Action', 'Fantasy', 'Horror']",Seinen,TV ,12,1688354 ,2015-01-01,2015-03-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3969,7.03,11-nin Iru!,Nov 1986 - Nov 1986,https://myanimelist.net/anime/1901/11-nin_Iru,Magic Bus,['Space'],"['Action', 'Adventure', 'Drama', 'Mystery', 'Romance', 'Sci-Fi']",Shoujo,Movie ,1,11074 ,1986-11-01,1986-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
3970,7.03,Aikatsu on Parade!,Oct 2019 - Mar 2020,https://myanimelist.net/anime/40266/Aikatsu_on_Parade,Bandai Namco Pictures,"['Idols (Female)', 'Music', 'School']",['Slice of Life'],Shoujo,TV ,25,5548 ,2019-10-01,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3971,7.03,Asatte no Houkou.,Oct 2006 - Dec 2006,https://myanimelist.net/anime/1554/Asatte_no_Houkou,J.C.Staff,['Not_available'],"['Drama', 'Supernatural']",,TV ,12,24142 ,2006-10-01,2006-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3972,7.03,Azumanga Daiou: Gekijou Tanpen,Dec 2001 - Dec 2001,https://myanimelist.net/anime/659/Azumanga_Daiou__Gekijou_Tanpen,J.C.Staff,"['CGDCT', 'Gag Humor', 'School']",['Comedy'],,Special ,1,40449 ,2001-12-01,2001-12-01,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3973,7.03,Azur Lane: Bisoku Zenshin!,Jan 2021 - Mar 2021,https://myanimelist.net/anime/40930/Azur_Lane__Bisoku_Zenshin,Yostar Pictures,"['CGDCT', 'Military']","['Comedy', 'Sci-Fi', 'Slice of Life']",,TV ,12,46969 ,2021-01-01,2021-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3974,7.03,B'T X,Apr 1996 - Sep 1996,https://myanimelist.net/anime/286/BT_X,TMS Entertainment,['Mecha'],"['Adventure', 'Sci-Fi']",Shounen,TV ,25,11498 ,1996-04-01,1996-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3975,7.03,Baka to Test to Shoukanjuu Ni!: Mahou Hideyoshi Hideyoshi,Oct 2011 - Oct 2011,https://myanimelist.net/anime/24727/Baka_to_Test_to_Shoukanjuu_Ni__Mahou_Hideyoshi_Hideyoshi,SILVER LINK.,['Not_available'],['Comedy'],,Special ,1,25159 ,2011-10-01,2011-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3976,7.03,Blue Gender,Oct 1999 - Mar 2000,https://myanimelist.net/anime/58/Blue_Gender,AIC,"['Mecha', 'Military', 'Space']","['Adventure', 'Drama', 'Horror', 'Romance', 'Sci-Fi']",,TV ,26,77364 ,1999-10-01,2000-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
3977,7.03,Crayon Shin-chan Movie 06: Dengeki! Buta no Hizume Daisakusen,Apr 1998 - Apr 1998,https://myanimelist.net/anime/8360/Crayon_Shin-chan_Movie_06__Dengeki_Buta_no_Hizume_Daisakusen,Shin-Ei Animation,['School'],"['Comedy', 'Slice of Life', 'Ecchi']",Seinen,Movie ,1,4486 ,1998-04-01,1998-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3978,7.03,Danball Senki W,Jan 2012 - Mar 2013,https://myanimelist.net/anime/12651/Danball_Senki_W,OLM,['Mecha'],['Action'],Kids,TV ,58,6131 ,2012-01-01,2013-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3979,7.03,Densetsu Kyojin Ideon,May 1980 - Jan 1981,https://myanimelist.net/anime/930/Densetsu_Kyojin_Ideon,Sunrise,"['Mecha', 'Space']","['Drama', 'Sci-Fi']",,TV ,39,15967 ,1980-05-01,1981-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3980,7.03,Devilman: Yochou Sirene-hen,Feb 1990 - Feb 1990,https://myanimelist.net/anime/2355/Devilman__Yochou_Sirene-hen,Oh! Production,"['Gore', 'Mythology']","['Horror', 'Sci-Fi', 'Supernatural']",Shounen,OVA ,1,21444 ,1990-02-01,1990-02-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
3981,7.03,Dirty Pair: Lovely Angels yori Ai wo Komete,Jan 1987 - Jan 1987,https://myanimelist.net/anime/1803/Dirty_Pair__Lovely_Angels_yori_Ai_wo_Komete,Sunrise,['Detective'],"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",,OVA ,2,5370 ,1987-01-01,1987-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3982,7.03,Fate/kaleid liner Prisma☆Illya,Jul 2013 - Sep 2013,https://myanimelist.net/anime/14829/Fate_kaleid_liner_Prisma☆Illya,SILVER LINK.,['Mahou Shoujo'],"['Action', 'Comedy', 'Fantasy']",,TV ,10,264531 ,2013-07-01,2013-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3983,7.03,Fortune Quest L,Oct 1997 - May 1998,https://myanimelist.net/anime/3185/Fortune_Quest_L,add some,['Not_available'],"['Adventure', 'Comedy', 'Fantasy']",,TV ,26,2151 ,1997-10-01,1998-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3984,7.03,Golden Time (Movie),Dec 2013 - Dec 2013,https://myanimelist.net/anime/36789/Golden_Time_Movie,Robot Communications,['Not_available'],"['Comedy', 'Fantasy']",,Movie ,1,8664 ,2013-12-01,2013-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3985,7.03,Gundam Build Divers Re:Rise,Oct 2019 - Dec 2019,https://myanimelist.net/anime/40192/Gundam_Build_Divers_Re_Rise,Sunrise Beyond,['Mecha'],"['Action', 'Sci-Fi']",,ONA ,13,14648 ,2019-10-01,2019-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3986,7.03,Hayate no Gotoku! Can't Take My Eyes Off You,Oct 2012 - Dec 2012,https://myanimelist.net/anime/14653/Hayate_no_Gotoku_Cant_Take_My_Eyes_Off_You,Manglobe,"['Harem', 'Parody']",['Comedy'],Shounen,TV ,12,54623 ,2012-10-01,2012-12-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
